"codeplas","Al","CO3","Ca","Cl","EGV25_veld","EGV_calc","EGV_labo","EGV_tit","Fe","HCO3_OEP","K","Mg","Mn","NH4","NH4_N","NO2","NO2_N","NO3","NO3_N","NPOC","N_anorg","Na","O2_veld","O2verz","OH","PO4","PO4_P","S","SD_veld","SO4","SO4_S","Si","TN","TP","T_anion","T_kation","T_veld","WD_veld","ZS_105","ZS_550","absorptie_440","alkaliniteit","chl_a","faeo","pH_labo","pH_veld","sal_veld","verschil_EGV_abs","verschil_EGV_proc","verschil_IC_abs","verschil_IC_proc","turbiditeit"
"ANTKAL0309",0.36,0.6,1.435,7.8,65.45,61.7,64.8,64.8,0.285,2.5,1.535,0.87,0.05,0.05,0.0388259045,0.01,0.00304414,1.78,0.4020963225,16.455,0.443966367,5.19,11.645,120.15,0.18,0.05,0.016307893,3.215,0.97,8.885,2.965620828,0.705,1.6,0.015,0.45665,0.46915,20.7,1.06,0.0125,0.0125,0.03615,0.0409701735,7.7,2.5,4.62,4.499,0,3.1,5.31,0.0345,7.05,NA
"ANTKAL0330",0.271,0.6,1.158,12.288,78.11,77.961,73.36,73.36,2.094,2.5,1.527,0.73,0.05,0.139,0.1079360146,0.01,0.00304414,0.369,0.0833559228,34.551,0.1943360774,6.778,10.96,111.86,0.18,0.05,0.016307893,2.383,0.574,6.746,2.251668892,0.573,2.026,0.015,0.51523,0.51992,25.04,0.632,0.03395,0.0125,0.08115,0.0409701735,16.67,23.04,4.785,4.5851,0,7.105,13.432,0.0694,11.29,NA
"ANTKAL0344",0.215,0.6,1.53,9.475,74.9,71.715,74.4,74.4,1.19,2.5,1.675,0.98,0.05,0.05,0.0388259045,0.01,0.00304414,0.785,0.1773289965,24.47,0.219199041,6.01,11.39,115.05,0.18,0.05,0.016307893,3.285,0.662,9.205,3.0724299065,1.1,2.245,0.015,0.51315,0.5178,19.3,0.754,0.0125,0.0125,0.05045,0.0409701735,5.45,2.5,4.715,4.5225,0,3.175,7.46,0.035,6.4,NA
"ANTKAL0350",0.145,0.6,1.13,6.08,65.9,52.5,58.1,58.1,0.695,2.5,1.81,0.72,0.05,0.05,0.0388259045,0.01,0.00304414,2.68,0.605403452,21.37,0.6472734965,3.295,10.885,114.05,0.18,0.05,0.016307893,2.19,0.59,5.7,1.9025367155,0.75,2.485,0.015,0.35115,0.3539,21.4,0.59,0.0125,0.0125,0.0596,0.0409701735,9.95,8.6,4.69,4.5105,0,9.505,27.53,0.029,5.8,NA
"ANTKAL0356",0.354,0.6,1.785,12.984,76.7,74.679,78.43,78.43,1.189,2.5,4.589,1.471,0.056,0.236,0.18325827,0.01,0.00304414,2.023,0.4569892474,49.313,0.4988592919,7.455,10.429,100.32,0.18,1.03,0.335942596,1.822,0.645,2.684,0.8958611484,0.25,8.7,0.44396,0.6375,0.69975,20.79,0.703,0.02885,0.0125,0.1598,0.0409701735,46.43,47.93,5.566,5.4109,0,3.962,8.169,0.0622,5.16,NA
"ANTKAL0383",0.335,0.6,1.143,11.899,58.96,60.758,61.12,61.12,1.816,2.5,2.504,0.665,0.053,0.472,0.3665165396,0.01,0.00304414,2.908,0.6569079243,37.916,0.919309107,6.284,10.525,112.65,0.18,0.05,0.016307893,1.417,0.453,2.322,0.7750333778,1.173,3.701,0.06839,0.48347,0.53922,22.4,0.649,0.01655,0.0125,0.13651,0.0409701735,123.96,47.46,4.754,4.622,0,1.537,2.96,0.0814,10.91,NA
"ANTKAL0384",0.181,0.6,1.115,6.131,47.21,40.139,41.38,41.86,1.581,2.5,2.838,0.61,0.073,0.068,0.05280323015,0.01,0.00304414,1.198,0.2706243787,29.922,0.3124944232,3.652,10.628,117.91,0.18,0.05,0.016307893,0.5,1.274,1.822,0.6081441927,0.578,2.919,0.05141,0.31264,0.39046,22.46,1.346,0.0125,0.0125,0.10966,0.0409701735,29.75,14.6,5.133,5.7581,0,4.709,11.827,0.0721,10.95,NA
"ANTKAL0385",0.232,0.6,1.308,10.252,79.14,76.984,73.56,73.56,3.704,2.5,2.722,0.894,0.05,0.728,0.5653051714,0.01,0.00304414,0.956000000000001,0.2159573508,38.148,0.8002323342,5.98,11.05,112.02,0.18,0.05,0.016307893,3.21,0.544,9.716,3.242990654,0.584,2.922,0.05058,0.53882,0.53488,21.92,0.62,0.0286,0.0125,0.06186,0.0409701735,13.28,13.78,5.11,5.1108,0,7.884,16.26,0.1012,12.24,NA
"ANTKAL0386a",0.269,0.6,2.098,9.82,67.85,64.919,66.15,66.15,0.453,2.5,1.491,0.905,0.05,0.209,0.1622922816,0.01,0.00304414,2.342,0.52905033,14.777,0.6943867516,6.009,11.222,103.47,0.18,0.05,0.016307893,3.471,0.67,10.392,3.4686248329,0.25,1.926,0.03035,0.50363,0.51027,22.32,0.67,0.0125,0.0125,0.04405,0.0409701735,35.37,10.26,5.021,4.775,0,4.594,7.915,0.0303,4.43,NA
"ANTKAL0386b",0.353,0.6,1.37,10.815,72.36,69.369,66.37,66.37,1.356,2.5,1.981,0.765,0.05,0.502,0.3898120829,0.01,0.00304414,0.596,0.1346344987,28.414,0.5274907216,6.627,10.782,112.39,0.18,0.05,0.016307893,2.664,0.598,7.826,2.6121495328,0.25,1.983,0.02211,0.50312,0.4971,25.1,0.67,0.0125,0.0125,0.10044,0.0409701735,7.91,4.63,4.732,4.5934,0,5.221,10.039,0.0661,9.98,NA
"ANTKAL0387",0.223,0.6,0.936,9.865,70.71,70.996,73.66,73.66,0.509,2.5,1.311,0.741,0.05,0.286,0.2220841743,0.01,0.00304414,1.222,0.2760459026,17.785,0.4703958381,6.163,11.703,104.41,0.18,0.05,0.016307893,2.611,0.674,7.729,2.5797730303,0.25,1.424,0.0304,0.47536,0.46651,20.98,0.8,0.0125,0.0125,0.05925,0.0409701735,16.32,9.3,4.916,4.5982,0,4.364,10.688,0.0295,5.54,NA
"ANTKAL0478",0.21,0.6,1.13,4.281,39.12,36.187,37.98,37.98,2.532,2.5,2.09,0.712,0.06,0.567,0.440285759,0.01,0.00304414,0.546,0.1233396588,38.504,0.5065810056,2.736,9.63,91.98,0.18,0.083,0.0270711025,1.234,0.489,2.485,0.8294392526,0.851,2.924,0.09935,0.28553,0.36082,23.81,0.791,0.03305,0.0125,0.11134,0.0409701735,63.61,77.43,5.224,5.0902,0,5.331,17.577,0.0829,16.36,NA
"ANTKAL0482",0.67,0.6,1.315,7.215,74.3,69.365,73.25,73.25,1.365,2.5,2.065,0.7,0.055,0.35,0.2717813325,0.01,0.00304414,0.94,0.212343002,39.225,0.460060857,4.225,10.22,96.1,0.18,0.05,0.016307893,2.53,0.528,6.24,2.082777036,1.89,1.835,0.0543,0.4284,0.49715,19.3,0.95,0.0125,0.0125,0.15525,0.0409701735,12.95,9.25,4.725,4.45,0,7.77,15.53,0.0925,12.3,NA
"ANTKAL0483",0.49,0.6,1.075,6.16,54.15,48.415,53.5,53.5,1.63,2.5,1.555,0.55,0.05,0.345,0.267898742,0.01,0.00304414,1.165,0.263169784,38.025,0.534112666,3.53,11.28,89.8,0.18,0.075,0.0244618395,0.92,0.522,2.46,0.821094793,0.765,1.84,0.0711,0.3486,0.4156,19.55,0.776,0.0125,0.0125,0.1598,0.0409701735,15.05,6.35,4.55,4.51,0,5.085,9.58,0.088,13.2,NA
"ANTKAL0492",0.053,0.6,0.564,4.73,48.81,36.731,38.96,39.92,0.213,2.5,0.799,0.479,0.05,0.05,0.0388259045,0.01,0.00304414,1.117,0.2523267369,17.878,0.2941967814,2.807,11.16,114.8,0.18,0.05,0.016307893,0.5,1.035,1.706,0.5694259013,0.25,1.656,0.015,0.22733,0.23554,22.68,1.035,0.0125,0.0125,0.03509,0.0409701735,3.79,4.81,4.697,4.5224,0,3.405,11.126,0.0179,4.15,NA
